Bloody Sunday (2002)|3.6
Still Walking (Aruitemo aruitemo) (2008)|1.0
To Sir with Love (1967)|4.071428571428571
Blood Work (2002)|3.3333333333333335
Line King: The Al Hirschfeld Story, The (1996)|4.0
Welcome to Sarajevo (1997)|3.0
Heartbreakers (2001)|2.2
Rango (2011)|3.6176470588235294
Startup.com (2001)|3.6
Last Wedding, The (Kivenpyörittäjän kylä) (1995)|3.0
Faces of Death 3 (1985)|1.5
Kizumonogatari Part 1: Tekketsu (2016)|4.0
Smiling Fish and Goat on Fire (1999)|4.0
Every Secret Thing (2014)|2.0
Company Man (2000)|2.0
Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)|3.6666666666666665
Torn Curtain (1966)|3.5
Legends of the Fall (1994)|3.4044117647058822
Cape Fear (1962)|3.9642857142857144
Short Film About Killing, A (Krótki film o zabijaniu) (1988)|3.75
Galaxy of Terror (Quest) (1981)|5.0
Summer's Tale, A (Conte d'été) (1996)|5.0
Castle, The (1997)|3.4
Less Than Zero (1987)|3.5
Bats (1999)|2.5
Grace of My Heart (1996)|3.0
Cutting Edge, The (1992)|2.7916666666666665
Welcome to Me (2014)|3.0
Boy Meets Girl (1984)|3.0
Freedomland (2006)|2.0
Fail-Safe (1964)|4.0
Hellbound: Hellraiser II (1988)|3.2777777777777777
Sacrifice, The (Offret - Sacraficatio) (1986)|4.166666666666667
Lost Boys, The (1987)|3.730769230769231
Good German, The (2006)|3.0
Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)|2.0
Booty Call (1997)|2.6
Joy Luck Club, The (1993)|3.5
Chain Reaction (1996)|2.8823529411764706
Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002)|4.0
Senna (2010)|3.75
Otello (1986)|4.0
Swept from the Sea (1997)|4.0
Rollerball (1975)|3.5
Sahara (2005)|3.0714285714285716
Wit (2001)|4.5
The Night Before (2015)|4.25
Changeling (2008)|3.4375
Color of Night (1994)|2.5714285714285716
Brother from Another Planet, The (1984)|2.5
Down in the Valley (2005)|3.25
Robot Carnival (Roboto kânibauru) (1987)|4.0
Mom and Dad Save the World (1992)|2.0
King Kong (1933)|3.64
Bleeder (1999)|2.0
Mr. Jealousy (1997)|2.5
Reckless Kelly (1994)|2.5
Victor Frankenstein (2015)|3.25
Tully (2000)|2.75
Tender Mercies (1983)|3.4
Wicker Park (2004)|3.3333333333333335
School Ties (1992)|2.75
Three Men and a Cradle (3 hommes et un couffin) (1985)|4.5
Fist Fight (2017)|4.5
Bitter Lake (2015)|5.0
Witness (1985)|3.65
Night of the Lepus (1972)|2.5
City Heat (1984)|3.0
Bernie (2011)|3.5
Miracle on 34th Street (1947)|4.0588235294117645
Black Robe (1991)|3.3333333333333335
Moonwalkers (2015)|2.5
Watch, The (2012)|3.0
Windtalkers (2002)|2.875
Monday (2000)|4.5
Waiting to Exhale (1995)|2.357142857142857
Octopussy (1983)|3.3125
Big Doll House, The (1971)|2.5
Revenge (1990)|4.0
My Life as a Dog (Mitt liv som hund) (1985)|4.166666666666667
Bringing Out the Dead (1999)|3.4166666666666665
That Thing You Do! (1996)|3.2738095238095237
Joe Dirt 2: Beautiful Loser (2015)|1.0
12 Years a Slave (2013)|3.625
Room, The (2003)|3.6666666666666665
Johnny English Reborn (2011)|3.0
Silent Movie (1976)|3.5
Haunted World of El Superbeasto, The (2009)|3.5
Ultimate Avengers (2006)|2.75
Addiction, The (1995)|1.5
Dead or Alive 2: Tôbôsha (2000)|4.5
Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002)|4.0
Too Late for Tears (1949)|4.0
Dead Pool, The (1988)|3.0
Lionheart (1990)|1.0
Lady in the Water (2006)|2.888888888888889
King's Ransom (2005)|2.5
Federal Hill (1994)|3.0
Land Before Time III: The Time of the Great Giving (1995)|2.3333333333333335
Cosmic Scrat-tastrophe (2015)|5.0
Boiler Room (2000)|3.7142857142857144
Crumb (1994)|4.205882352941177
Emperor's New Groove, The (2000)|3.7162162162162162
Pelé: Birth of a Legend (2016)|4.5
Runaway Bride (1999)|2.8452380952380953
Donnie Darko (2001)|3.9862385321100917
Step Up (2006)|3.5
Tall Guy, The (1989)|2.75
Disturbia (2007)|3.15
December Boys (2007)|3.0
Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)|4.3
When in Rome (2010)|2.5
Blue Thunder (1983)|3.0
Click (2006)|3.0
Wild Card (2015)|3.0
Big Chill, The (1983)|3.84
Invisible Man Returns, The (1940)|2.5
Ghost Dog: The Way of the Samurai (1999)|4.052631578947368
Tooth Fairy 2 (2012)|1.0
2012 (2009)|2.6666666666666665
All About the Benjamins (2002)|2.5
Belly (1998)|1.25
Twilight Zone: The Movie (1983)|3.0
Paper Birds (Pájaros de papel) (2010)|5.0
The FP (2012)|4.5
Anastasia (1997)|3.35
Secret Lives of Dentists, The (2002)|4.0
Karate Kid, The (2010)|2.5625
Crossing Over (2009)|2.0
What Time Is It There? (Ni neibian jidian) (2001)|2.0
Leap of Faith (1992)|2.3333333333333335
In the Heart of the Sea (2015)|3.5
Shipping News, The (2001)|3.0
Fantastic Mr. Fox (2009)|4.083333333333333
Raging Bull (1980)|4.1875
Bill Burr: Why Do I Do This? (2008)|4.5
Sound of Thunder, A (2005)|2.75
Next (2007)|2.857142857142857
Get a Job (2016)|3.25
American Hustle (2013)|3.28125
Three Colors: Red (Trois couleurs: Rouge) (1994)|4.21875
Lady and the Tramp (1955)|3.409090909090909
My Favorite Wife (1940)|3.0
Devil Dog: The Hound of Hell (1978)|4.0
Nell (1994)|3.3375
Manon of the Spring (Manon des sources) (1986)|4.0625
I Love Trouble (1994)|2.6875
Ocean's Eleven (a.k.a. Ocean's 11) (1960)|3.6363636363636362
Doctor Who: The Next Doctor (2008)|2.875
Smurfs 2, The (2013)|2.0
Jeff, Who Lives at Home (2012)|4.0
Mighty Aphrodite (1995)|3.4642857142857144
Daughters of the Dust (1991)|4.0
Grand Theft Parsons (2003)|2.5
Air Force One (1997)|3.3448275862068964
Walking Tall (2004)|3.0
Dead Snow 2: Red vs. Dead (2014) |4.0
Night Shift (1982)|3.05
Who's Afraid of Virginia Woolf? (1966)|4.142857142857143
Wallace & Gromit: The Best of Aardman Animation (1996)|4.111111111111111
Venus (2006)|3.5
Cherry 2000 (1987)|2.25
Last Orders (2001)|3.0
JCVD (2008)|3.25
On the Ropes (1999)|5.0
For Your Consideration (2006)|2.375
World's Fastest Indian, The (2005)|3.7857142857142856
25th Hour (2002)|3.840909090909091
The Great Raid (2005)|3.1666666666666665
We Own the Night (2007)|3.75
Boy and His Dog, A (1975)|4.0
Let It Be Me (1995)|2.5
Jungle Book, The (1994)|3.5294117647058822
Janie Jones (2010)|2.5
George Washington (2000)|2.0
Shall We Dance (1937)|4.5
Need for Speed (2014)|3.75
Red Sorghum (Hong gao liang) (1987)|5.0
The Red Turtle (2016)|4.5
Tupac: Resurrection (2003)|4.0
Turbo Kid (2015)|3.5
August Rush (2007)|3.5
Brooklyn (2015)|3.875
The Count of Monte Cristo (2002)|3.828125
Some Kind of Wonderful (1987)|3.35
Cheech & Chong's The Corsican Brothers (1984)|1.25
Mr. Destiny (1990)|3.0
Son of the Mask (2005)|1.0
7 Days in Hell (2015)|4.0
Comedy Central Roast of James Franco (2013)|3.0
From Up on Poppy Hill (Kokuriko-zaka kara) (2011)|4.5
Substitute, The (1996)|2.9545454545454546
Best of the Best (1989)|2.5
Murder in the First (1995)|4.076923076923077
Harlem Nights (1989)|3.0
Family Guy Presents: It's a Trap (2010)|3.5833333333333335
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)|4.333333333333333
Thor: Ragnarok (2017)|4.025
Easy Money (1983)|3.625
Shopgirl (2005)|3.0
Blob, The (1988)|2.8333333333333335
Farewell My Concubine (Ba wang bie ji) (1993)|3.8333333333333335
Honeymoon (2014)|3.5
Webmaster (1998)|3.0
Pirate Movie, The (1982)|2.5
Girl with the Dragon Tattoo, The (2011)|3.511904761904762
Lord of the Rings: The Two Towers, The (2002)|4.023936170212766
Return with Honor (1998)|3.5
Kundun (1997)|3.25
Paper Man (2009)|4.0
Shanghai Noon (2000)|3.1627906976744184
Hangover Part III, The (2013)|3.375
Royal Wedding (1951)|3.0
Librarian: Return to King Solomon's Mines, The (2006)|3.5
Iliza Shlesinger: Freezing Hot (2015)|3.75
Creature from the Black Lagoon, The (1954)|2.125
Brubaker (1980)|4.0
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)|3.892857142857143
Get Out (2017)|3.6333333333333333
Parallax View, The (1974)|0.0
Lilo & Stitch (2002)|3.810344827586207
Hamlet 2 (2008)|2.0
Kung Fu Panda: Secrets of the Masters (2011)|5.0
Get Carter (2000)|2.5
Bullets Over Broadway (1994)|3.5833333333333335
Killing Me Softly (2002)|4.0
Sweet Home Alabama (2002)|3.0714285714285716
Kubo and the Two Strings (2016)|4.0
Honey, I Shrunk the Kids (1989)|2.7720588235294117
Single White Female (1992)|3.375
Rocky V (1990)|1.9411764705882353
Assassination of a High School President (2008)|1.0
Dirty Pretty Things (2002)|3.625
Darkman II: Return of Durant, The (1995)|2.5
Snapper, The (1993)|3.0
Star Wars: The Clone Wars (2008)|2.357142857142857
Raven, The (2012)|2.0
Dylan Moran: Monster (2004)|5.0
Doctor Who: Voyage Of The Damned (2007)|4.5
Pump Up the Volume (1990)|3.611111111111111
X-Men: Days of Future Past (2014)|3.8333333333333335
I Never Promised You a Rose Garden (1977)|2.0
Ashes and Diamonds (Popiól i diament) (1958)|4.0
Nuns on the Run (1990)|2.25
Zodiac (2007)|3.723684210526316
Patlabor 2: The Movie (1993)|3.5
The Butterfly Effect (2004)|3.641304347826087
Up (2009)|4.0095238095238095
Untraceable (2008)|3.0
Pretty Persuasion (2005)|3.0
Natural Born Killers (1994)|3.233695652173913
Neon Bull (2015)|3.5
White Sands (1992)|3.0
Honey (2003)|3.0
Good Copy Bad Copy (2007)|3.5
Friday After Next (2002)|2.4
Anything for Her (Pour elle) (2008)|2.5
From Russia with Love (1963)|3.75
Violet & Daisy (2011)|3.0
Paper Moon (1973)|3.6
After the Sunset (2004)|3.5833333333333335
Sydney White (2007)|2.5
Odessa File, The (1974)|3.875
Father of the Bride (1991)|3.5
Random Hearts (1999)|2.5714285714285716
Texas Chainsaw Massacre: The Beginning, The (2006)|2.5
Village of the Damned (1995)|2.8333333333333335
Life as We Know It (2010)|3.0833333333333335
Nowhere in Africa (Nirgendwo in Afrika) (2001)|3.75
Imposter, The (2012)|4.75
PK (2014)|5.0
Goodbye Lover (1999)|2.0
Basic Instinct (1992)|3.1914893617021276
We're Back! A Dinosaur's Story (1993)|3.0
Talk of the Town, The (1942)|4.0
Dracula (1931)|3.3333333333333335
Girl, Interrupted (1999)|3.4642857142857144
Dinner Game, The (Dîner de cons, Le) (1998)|4.333333333333333
Slumber Party Massacre, The (1982)|2.75
The Lego Movie (2014)|3.870967741935484
Untouchables, The (1987)|3.9384615384615387
Hoosiers (a.k.a. Best Shot) (1986)|3.7045454545454546
Serial Mom (1994)|3.0
Thirteenth Floor, The (1999)|3.0
By the Gun (2014)|2.0
Last Stand, The (2013)|3.25
Hannibal Rising (2007)|3.5
If Lucy Fell (1996)|2.5
General, The (1926)|4.0
Jungle Book 2, The (2003)|3.0
Godfather, The (1972)|4.2890625
Star Wars: Episode V - The Empire Strikes Back (1980)|4.218009478672986
The Brand New Testament (2015)|4.0
My Life Without Me (2003)|3.5
Anaconda: The Offspring (2008)|1.0
Sherlock Jr. (1924)|3.0
Last Life in the Universe (Ruang rak noi nid mahasan) (2003)|4.166666666666667
Love Liza (2002)|3.3333333333333335
Wagons East (1994)|2.0
Big Blue, The (Grand bleu, Le) (1988)|3.4545454545454546
Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)|3.4166666666666665
Iron Eagle IV (1995)|1.0
Matewan (1987)|4.166666666666667
Gentlemen Prefer Blondes (1953)|3.8
Step Into Liquid (2002)|3.5
Cider House Rules, The (1999)|3.75
Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)|3.5
First Sunday (2008)|3.5
Gran Torino (2008)|3.9456521739130435
Persuasion (1995)|4.2272727272727275
Touching the Void (2003)|4.0
Assault on Precinct 13 (2005)|3.1875
Salaam Bombay! (1988)|3.5
Dancer, Texas Pop. 81 (1998)|3.0
Bewitched (2005)|2.269230769230769
Children of a Lesser God (1986)|3.8333333333333335
Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)|3.6666666666666665
Grown Ups (2010)|3.45
Tie Xi Qu: West of the Tracks (Tiexi qu) (2003)|4.0
Enter the Dragon (1973)|4.038461538461538
Mickey's The Prince and the Pauper (1990)|2.0
Story of O, The (Histoire d'O) (1975)|3.5
Other Boleyn Girl, The (2008)|3.7857142857142856
Memories of Murder (Salinui chueok) (2003)|4.7
Callas Forever (2002)|3.0
Stalag 17 (1953)|3.7222222222222223
Bollywood/Hollywood (2002)|2.5
Ogre, The (Unhold, Der) (1996)|4.0
Nobody Loves Me (Keiner liebt mich) (1994)|4.0
Puppet Master 5: The Final Chapter (1994)|2.0
Tin Man (2007)|2.25
Power of One, The (1992)|4.0
Bay, The (2012)|2.5
For All Mankind (1989)|0.0
Certified Copy (Copie conforme) (2010)|4.0
Man of the House (1995)|2.9285714285714284
His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)|4.5
Kuffs (1992)|2.5
Last Mimzy, The (2007)|3.0
Blair Witch Project, The (1999)|2.8203125
Onibaba (1964)|4.5
The Second Best Exotic Marigold Hotel (2015)|3.0
Attila (Attila Flagello di Dio) (1982)|2.5
Boyz N the Hood (1991)|3.7222222222222223
Art of the Steal, The (2009)|4.0
Black Mass (2015)|2.5
Very Potter Sequel, A (2010)|5.0
This World, Then the Fireworks (1997)|3.0
Time After Time (1979)|3.75
Argo (2012)|3.982142857142857
Daddy Long Legs (1919)|2.0
Morning Glory (2010)|2.6666666666666665
This Is Spinal Tap (1984)|4.015151515151516
Maybe Baby (2000)|3.5
Scarface (1932)|3.75
House of the Dead, The (2003)|1.25
Ice Cream Man (1995)|3.5
Indian Summer (a.k.a. Alive & Kicking) (1996)|1.75
Alexander Nevsky (Aleksandr Nevskiy) (1938)|4.0
November (2004)|3.0
Great Buck Howard, The (2008)|3.5
Transamerica (2005)|3.5
Caddyshack (1980)|3.826923076923077
Crossroads (2002)|2.142857142857143
American, The (2010)|2.75
Retroactive (1997)|4.0
Hidden, The (1987)|3.5
Cloak & Dagger (1984)|3.25
Uninvited, The (2009)|3.5
Doctor Who: The Time of the Doctor (2013)|4.5
Producers, The (1968)|3.9696969696969697
Morons From Outer Space (1985)|2.0
Black Sheep (1996)|3.1875
Stone (2010)|3.25
Defiant Ones, The (1958)|3.5
Season of the Witch (2011)|3.5
Mickey's Once Upon a Christmas (1999)|5.0
Fugitive, The (1947)|3.0
That Touch of Mink (1962)|3.75
Heart and Souls (1993)|3.0
Guess Who (2005)|2.3333333333333335
Into the Woods (1991)|5.0
Holiday (1938)|3.1666666666666665
Anne of Green Gables (1985)|4.5
Ghost Ship (2002)|2.611111111111111
I Heart Huckabees (2004)|3.4523809523809526
Frisco Kid, The (1979)|2.5
Rosetta (1999)|4.0
Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)|3.0
Bicentennial Man (1999)|2.8
Unfaithful (2002)|3.5
Harry Potter and the Chamber of Secrets (2002)|3.6029411764705883
Tournament, The (2009)|2.5
Slammin' Salmon, The (2009)|3.5
Felony (2013)|3.0
Wrong (2012)|4.0
Series 7: The Contenders (2001)|2.5
Parasite (1982)|2.5
Black Sabbath (Tre volti della paura, I) (1963)|4.0
Wrongfully Accused (1998)|2.4
Paris, I Love You (Paris, je t'aime) (2006)|2.9375
Epic (2013)|3.0
Idlewild (2006)|4.0
Being Human (1993)|3.0
Keeping the Faith (2000)|3.4523809523809526
Scooby-Doo! Abracadabra-Doo (2010)|5.0
Far From Home: The Adventures of Yellow Dog (1995)|4.0
Porky's Revenge (1985)|2.0
The Great Train Robbery (1978)|3.5
Four Rooms (1995)|3.7
Money Train (1995)|2.5
Wadjda (2012)|2.5
Confessions of a Dangerous Mind (2002)|4.0
Training Day (2001)|3.7941176470588234
Rage: Carrie 2, The (1999)|1.8333333333333333
Wasabi (2001)|3.5
Musketeer, The (2001)|1.5
Strictly Sexual (2008)|5.0
Big Eden (2000)|4.5
Tomorrow Never Dies (1997)|3.077777777777778
Hands Off the Loot (Touchez pas au grisbi) (1954)|3.0
No Escape (1994)|3.0
Ferris Bueller's Day Off (1986)|3.8394495412844036
Longest Day, The (1962)|4.0
Henry Fool (1997)|3.3333333333333335
Mean Streets (1973)|4.0
Cocoanuts, The (1929)|3.5
Bad Moms (2016)|3.8333333333333335
World Traveler (2001)|4.0
Night at the Opera, A (1935)|4.111111111111111
Brother's Keeper (1992)|4.25
The End of the Tour (2015)|4.0
Jack and Jill (2011)|2.4
Ladykillers, The (1955)|3.5
Room for Romeo Brass, A (1999)|4.0
Rififi (Du rififi chez les hommes) (1955)|4.75
Animatrix, The (2003)|3.7
Idle Hands (1999)|2.6
Teenage Mutant Ninja Turtles (1990)|3.02
Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)|3.85
Respiro (2002)|3.5
I Sell the Dead (2008)|2.5
Intermission (2003)|4.0
White Squall (1996)|3.966666666666667
Indian in the Cupboard, The (1995)|3.235294117647059
Conan the Barbarian (2011)|2.0
Extraordinary Tales (2015)|2.5
Gangster Squad (2013)|3.3333333333333335
Across the Universe (2007)|4.045454545454546
Life and Death of Peter Sellers, The (2004)|3.0
Turning Point, The (1977)|4.0
Sands of Iwo Jima (1949)|2.5
Ratatouille (2007)|3.8680555555555554
Upside Down (2012)|3.0
Dancemaker (1998)|1.0
Me, Myself & Irene (2000)|3.0869565217391304
Chaplin (1992)|3.5
Rambo (Rambo 4) (2008)|3.2777777777777777
Jack and Sarah (1995)|3.0
Mannequin (1987)|2.625
Good Day to Die Hard, A (2013)|2.0833333333333335
Big Momma's House (2000)|2.235294117647059
Sweet Liberty (1986)|2.5
Prison Break: The Final Break (2009)|3.5
Winter Light (Nattvardsgästerna) (1963)|3.5
Body Snatchers (1993)|3.142857142857143
Wonderland (2003)|3.4285714285714284
Dead Man Walking (1995)|3.843283582089552
Clockwork Orange, A (1971)|4.004166666666666
Fame (1980)|3.3333333333333335
Princess and the Pirate, The (1944)|4.0
Fighter, The (2010)|3.760869565217391
Stardust Memories (1980)|3.6
Incredibly True Adventure of Two Girls in Love, The (1995)|4.5
Higher Learning (1995)|2.6666666666666665
In Dreams (1999)|2.0
2001: A Space Odyssey (1968)|3.8944954128440368
Dennis the Menace (1993)|1.875
John Adams (2008)|4.0
Forces of Nature (1999)|2.3333333333333335
Last Knights (2015)|3.0
Punchline (1988)|2.5
Phir Hera Pheri (2006)|4.5
The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles (1981)|4.0
At the Circus (1939)|3.0
Eva (2011)|5.0
Dolce Vita, La (1960)|3.75
35 Up (1991)|4.0
Amityville 1992: It's About Time (1992)|1.6666666666666667
Peacemaker, The (1997)|3.025
Rabbit-Proof Fence (2002)|3.642857142857143
Nancy Drew (2007)|2.8333333333333335
Power Rangers (2017)|3.0
Awfully Big Adventure, An (1995)|5.0
Bishop's Wife, The (1947)|4.0
Men, Women & Children (2014)|2.0
Three Kings (1999)|3.7111111111111112
War of the Worlds, The (1953)|3.1666666666666665
Adventures of Robin Hood, The (1938)|4.0
License to Drive (1988)|2.3333333333333335
Goodbye Girl, The (1977)|3.7083333333333335
Fighting Temptations, The (2003)|3.5
Death at a Funeral (2007)|3.25
Bros Before Hos (2013)|3.0
Jalla! Jalla! (2000)|3.75
Communion (1989)|3.5
Creep (2014)|3.0
Negotiator, The (1998)|3.3666666666666667
Under Suspicion (2000)|2.5
Mr. Bean's Holiday (2007)|2.875
Frost/Nixon (2008)|3.9444444444444446
Daybreakers (2010)|3.4166666666666665
A Dog's Purpose (2017)|4.5
Comic Book: The Movie (2004)|2.5
Dreamscape (1984)|2.6666666666666665
Jupiter's Wife (1994)|3.0
Red Shoes, The (1948)|3.5
Escape from Alcatraz (1979)|3.7857142857142856
Hidden (a.k.a. Cache) (Caché) (2005)|2.5
Double Trouble (1992)|1.0
Stoked: The Rise and Fall of Gator (2002)|2.0
The Lair of the White Worm (1988)|3.75
Kill Command (2016)|2.5
Tape (2001)|3.875
Wild Bill (1995)|3.0
Blue Streak (1999)|2.611111111111111
Knock Off (1998)|5.0
Hyena Road|2.0
Deep Blue Sea (1999)|2.793103448275862
Syrup (2013)|2.75
Dead Man's Shoes (2004)|4.75
Monty Python's And Now for Something Completely Different (1971)|4.053571428571429
Lola Versus (2012)|1.5
Power/Rangers (2015)|4.0
Simpatico (1999)|3.0
8 Mile (2002)|3.3048780487804876
Princess Caraboo (1994)|2.8
Trainspotting (1996)|4.044117647058823
Vampire Hunter D (1985)|2.5
Unbreakable (2000)|3.4794520547945207
Tetsuo, the Ironman (Tetsuo) (1988)|3.5
Dedication (2007)|4.0
Ali G Indahouse (2002)|3.0
Mean Machine (2001)|3.0
Ringu (Ring) (1998)|3.4545454545454546
Crime Busters (1977)|2.5
Zeus and Roxanne (1997)|1.0
Gangs of New York (2002)|3.5272727272727273
Impostor (2002)|3.0
Tea with Mussolini (1999)|4.25
That's Entertainment (1974)|4.0
He Got Game (1998)|3.2142857142857144
White Dog (1982)|2.8333333333333335
Blow Out (1981)|3.625
Love Is the Devil (1998)|4.0
Princess Diaries 2: Royal Engagement, The (2004)|2.5
Alice in Wonderland (1933)|4.0
Titanic (1953)|3.6666666666666665
Smokin' Aces (2006)|3.1
Jason Bourne (2016)|2.7222222222222223
Bread and Roses (2000)|4.0
Dick Tracy (1990)|2.8846153846153846
Blow-Up (Blowup) (1966)|3.6666666666666665
Taking of Pelham 1 2 3, The (2009)|3.1666666666666665
Undisputed III: Redemption (2010)|4.0
World According to Garp, The (1982)|3.5555555555555554
Horrible Bosses 2 (2014)|3.6363636363636362
Virunga (2014)|4.0
Samsara (2011)|3.8333333333333335
Glen or Glenda (1953)|4.0
Just Jim (2015)|3.0
Puppet Masters, The (1994)|3.0
Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)|4.0
Topo, El (1970)|3.9
Trailer Park Boys (1999)|5.0
Farewell to the King (1989)|3.0
Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)|2.9166666666666665
Lucy (2014)|2.8214285714285716
Sintel (2010)|3.5
Body of Evidence (1993)|1.0
Doctor Who: Planet of the Dead (2009)|3.0
Blank Check (1994)|2.3333333333333335
Unbroken (2014)|2.5
Fans (1999)|4.5
Vacancy (2007)|3.75
FairyTale: A True Story (1997)|3.5
Wild Horses (2015)|1.0
Cliffhanger (1993)|3.0396039603960396
Taking Sides (2001)|3.5
Corruptor, The (1999)|2.5
Pajama Game, The (1957)|3.6666666666666665
Jane Eyre (2011)|3.0
Delta of Venus (1995)|1.0
Last Holiday (2006)|3.5
Cyborg (1989)|1.0
Virgin Suicides, The (1999)|3.769230769230769
In the Bleak Midwinter (1995)|3.5
What Men Still Talk About (2011)|4.0
Stunt Man, The (1980)|4.5
Doctor Who: Last Christmas (2014)|3.75
Diabolique (Les diaboliques) (1955)|3.25
Christmas Story, A (1983)|3.9727272727272727
Throne of Blood (Kumonosu jô) (1957)|4.0
Chamber, The (1996)|3.5
Harry Potter and the Deathly Hallows: Part 1 (2010)|3.9893617021276597
Greedy (1994)|2.5
Saw V (2008)|3.1666666666666665
High and Low (Tengoku to jigoku) (1963)|4.0
Be Kind Rewind (2008)|3.4
Night and Day (1946)|2.5
I Don't Know How She Does It (2011)|1.5
Oliver Twist (2005)|3.5
Emerald Forest, The (1985)|3.0
Fantastic Four: Rise of the Silver Surfer (2007)|2.575
Murder by Numbers (2002)|2.857142857142857
49 Up (2005)|4.0
Problem Child (1990)|1.625
Kicking and Screaming (1995)|3.2142857142857144
Outside Providence (1999)|3.5
Lovely & Amazing (2001)|3.2
Conversation, The (1974)|4.205882352941177
I Saw What You Did (1965)|3.0
Virgin Spring, The (Jungfrukällan) (1960)|3.75
Across the Hall (2009)|2.0
Kung Fury (2015)|3.7142857142857144
Abandoned, The (2006)|2.0
