Torn Curtain (1966)|3.5
Legends of the Fall (1994)|3.360294117647059
Cape Fear (1962)|3.8333333333333335
Short Film About Killing, A (Krótki film o zabijaniu) (1988)|4.125
Galaxy of Terror (Quest) (1981)|5.0
Summer's Tale, A (Conte d'été) (1996)|2.6666666666666665
Castle, The (1997)|2.8
Less Than Zero (1987)|3.2
Bats (1999)|2.5
Grace of My Heart (1996)|2.8
Cutting Edge, The (1992)|2.6666666666666665
Welcome to Me (2014)|3.0
Boy Meets Girl (1984)|2.0
Freedomland (2006)|1.5
Fail-Safe (1964)|4.0
Hellbound: Hellraiser II (1988)|3.25
Sacrifice, The (Offret - Sacraficatio) (1986)|3.875
Lost Boys, The (1987)|3.730769230769231
Good German, The (2006)|3.5
Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)|2.0
Booty Call (1997)|2.0
Joy Luck Club, The (1993)|3.4615384615384617
Chain Reaction (1996)|2.8529411764705883
Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002)|3.25
Senna (2010)|3.7857142857142856
Otello (1986)|4.0
Swept from the Sea (1997)|4.0
Rollerball (1975)|3.0
Sahara (2005)|3.0416666666666665
Wit (2001)|3.25
The Night Before (2015)|3.3333333333333335
Changeling (2008)|3.5
Color of Night (1994)|2.625
Brother from Another Planet, The (1984)|3.25
Down in the Valley (2005)|2.5
Robot Carnival (Roboto kânibauru) (1987)|4.0
Mom and Dad Save the World (1992)|3.0
King Kong (1933)|3.62
Bleeder (1999)|1.5
Mr. Jealousy (1997)|2.6666666666666665
Reckless Kelly (1994)|4.125
Victor Frankenstein (2015)|3.25
Tully (2000)|3.5
Tender Mercies (1983)|3.4
Wicker Park (2004)|3.3333333333333335
School Ties (1992)|2.5
Three Men and a Cradle (3 hommes et un couffin) (1985)|3.25
Fist Fight (2017)|2.1666666666666665
Bitter Lake (2015)|3.6666666666666665
Witness (1985)|3.65
Night of the Lepus (1972)|3.25
City Heat (1984)|3.0
Bernie (2011)|3.5
Miracle on 34th Street (1947)|4.0588235294117645
Black Robe (1991)|3.4
Moonwalkers (2015)|2.5
Watch, The (2012)|3.3
Windtalkers (2002)|3.0
Monday (2000)|3.25
Waiting to Exhale (1995)|2.0625
Octopussy (1983)|3.15
Big Doll House, The (1971)|2.25
Revenge (1990)|2.0
My Life as a Dog (Mitt liv som hund) (1985)|3.85
That Thing You Do! (1996)|3.197674418604651
12 Years a Slave (2013)|3.625
Joe Dirt 2: Beautiful Loser (2015)|3.3333333333333335
Room, The (2003)|3.8
Silent Movie (1976)|2.75
Bringing Out the Dead (1999)|2.9375
Haunted World of El Superbeasto, The (2009)|3.25
Johnny English Reborn (2011)|3.0
Addiction, The (1995)|1.6666666666666667
Dead or Alive 2: Tôbôsha (2000)|4.5
Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002)|4.0
Too Late for Tears (1949)|3.5
Dead Pool, The (1988)|3.2857142857142856
Lionheart (1990)|2.5
Ultimate Avengers (2006)|2.75
Lady in the Water (2006)|2.909090909090909
King's Ransom (2005)|2.8333333333333335
Federal Hill (1994)|3.0
Land Before Time III: The Time of the Great Giving (1995)|2.0
Cosmic Scrat-tastrophe (2015)|5.0
Boiler Room (2000)|3.36
Crumb (1994)|4.026315789473684
Emperor's New Groove, The (2000)|3.6973684210526314
Pelé: Birth of a Legend (2016)|3.25
Runaway Bride (1999)|2.8488372093023258
Donnie Darko (2001)|3.94954128440367
Step Up (2006)|3.8
Tall Guy, The (1989)|3.1666666666666665
Disturbia (2007)|3.15
December Boys (2007)|4.0
Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)|4.3
When in Rome (2010)|2.3333333333333335
Blue Thunder (1983)|3.6666666666666665
Click (2006)|2.769230769230769
Wild Card (2015)|3.0
Big Chill, The (1983)|3.84
Invisible Man Returns, The (1940)|2.5
Ghost Dog: The Way of the Samurai (1999)|3.9
Tooth Fairy 2 (2012)|1.5
2012 (2009)|2.590909090909091
All About the Benjamins (2002)|2.5
Belly (1998)|1.25
Twilight Zone: The Movie (1983)|3.0
Paper Birds (Pájaros de papel) (2010)|5.0
The FP (2012)|2.75
Anastasia (1997)|3.4285714285714284
Secret Lives of Dentists, The (2002)|3.6666666666666665
Karate Kid, The (2010)|2.611111111111111
Crossing Over (2009)|2.6666666666666665
What Time Is It There? (Ni neibian jidian) (2001)|3.5
Leap of Faith (1992)|3.0
In the Heart of the Sea (2015)|3.4166666666666665
Shipping News, The (2001)|2.857142857142857
Fantastic Mr. Fox (2009)|4.055555555555555
Raging Bull (1980)|4.0
Bill Burr: Why Do I Do This? (2008)|4.5
Sound of Thunder, A (2005)|2.375
Next (2007)|2.8333333333333335
Get a Job (2016)|3.25
American Hustle (2013)|3.3823529411764706
Three Colors: Red (Trois couleurs: Rouge) (1994)|4.025
Lady and the Tramp (1955)|3.3482142857142856
My Favorite Wife (1940)|3.0
Devil Dog: The Hound of Hell (1978)|4.333333333333333
Nell (1994)|3.3536585365853657
Manon of the Spring (Manon des sources) (1986)|4.05
I Love Trouble (1994)|2.7222222222222223
Ocean's Eleven (a.k.a. Ocean's 11) (1960)|3.6363636363636362
Doctor Who: The Next Doctor (2008)|2.2142857142857144
Smurfs 2, The (2013)|1.8
Jeff, Who Lives at Home (2012)|2.6666666666666665
Mighty Aphrodite (1995)|3.4285714285714284
Daughters of the Dust (1991)|4.0
Grand Theft Parsons (2003)|2.75
Air Force One (1997)|3.2586206896551726
Walking Tall (2004)|2.875
Dead Snow 2: Red vs. Dead (2014) |4.0
Night Shift (1982)|3.2916666666666665
Who's Afraid of Virginia Woolf? (1966)|3.6666666666666665
Wallace & Gromit: The Best of Aardman Animation (1996)|4.071428571428571
Venus (2006)|3.6666666666666665
Cherry 2000 (1987)|2.25
Last Orders (2001)|2.5
JCVD (2008)|3.8333333333333335
On the Ropes (1999)|5.0
For Your Consideration (2006)|2.9285714285714284
World's Fastest Indian, The (2005)|3.642857142857143
25th Hour (2002)|3.8863636363636362
The Great Raid (2005)|3.1666666666666665
We Own the Night (2007)|4.166666666666667
Boy and His Dog, A (1975)|3.1666666666666665
Let It Be Me (1995)|2.75
Jungle Book, The (1994)|3.3472222222222223
Janie Jones (2010)|2.5
George Washington (2000)|2.0
Shall We Dance (1937)|4.5
Need for Speed (2014)|3.75
Red Sorghum (Hong gao liang) (1987)|5.0
The Red Turtle (2016)|3.25
Tupac: Resurrection (2003)|3.6666666666666665
Turbo Kid (2015)|2.7
August Rush (2007)|3.2857142857142856
Brooklyn (2015)|4.1
The Count of Monte Cristo (2002)|3.7
Some Kind of Wonderful (1987)|3.1363636363636362
Cheech & Chong's The Corsican Brothers (1984)|1.6
Mr. Destiny (1990)|3.0
Son of the Mask (2005)|3.0
7 Days in Hell (2015)|3.6
Comedy Central Roast of James Franco (2013)|2.5
From Up on Poppy Hill (Kokuriko-zaka kara) (2011)|4.5
Substitute, The (1996)|3.125
Best of the Best (1989)|3.625
Murder in the First (1995)|3.857142857142857
Harlem Nights (1989)|3.25
Family Guy Presents: It's a Trap (2010)|3.357142857142857
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)|4.214285714285714
Thor: Ragnarok (2017)|4.0476190476190474
Easy Money (1983)|3.625
Shopgirl (2005)|2.9285714285714284
Blob, The (1988)|2.625
Farewell My Concubine (Ba wang bie ji) (1993)|3.6363636363636362
Honeymoon (2014)|3.5
Webmaster (1998)|2.0
Pirate Movie, The (1982)|2.5
Girl with the Dragon Tattoo, The (2011)|3.488095238095238
Lord of the Rings: The Two Towers, The (2002)|3.835978835978836
Return with Honor (1998)|3.75
Kundun (1997)|3.25
Paper Man (2009)|4.0
Shanghai Noon (2000)|3.1627906976744184
Hangover Part III, The (2013)|3.2222222222222223
Royal Wedding (1951)|3.0
Librarian: Return to King Solomon's Mines, The (2006)|3.5
Iliza Shlesinger: Freezing Hot (2015)|3.75
Creature from the Black Lagoon, The (1954)|2.7
Brubaker (1980)|2.6666666666666665
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)|3.9
Get Out (2017)|3.466666666666667
Parallax View, The (1974)|0.0
Lilo & Stitch (2002)|3.484848484848485
Hamlet 2 (2008)|3.6
Kung Fu Panda: Secrets of the Masters (2011)|3.5
Get Carter (2000)|2.357142857142857
Bullets Over Broadway (1994)|3.484375
Killing Me Softly (2002)|2.6666666666666665
Sweet Home Alabama (2002)|3.0357142857142856
Kubo and the Two Strings (2016)|3.7142857142857144
Honey, I Shrunk the Kids (1989)|2.818840579710145
Single White Female (1992)|3.1923076923076925
Rocky V (1990)|2.0
Assassination of a High School President (2008)|1.0
Dirty Pretty Things (2002)|3.3666666666666667
Darkman II: Return of Durant, The (1995)|2.25
Snapper, The (1993)|3.0
Star Wars: The Clone Wars (2008)|2.357142857142857
Raven, The (2012)|2.0
Dylan Moran: Monster (2004)|5.0
Doctor Who: Voyage Of The Damned (2007)|4.5
Pump Up the Volume (1990)|3.55
X-Men: Days of Future Past (2014)|3.774193548387097
I Never Promised You a Rose Garden (1977)|2.6666666666666665
Ashes and Diamonds (Popiól i diament) (1958)|3.0
Nuns on the Run (1990)|2.25
Zodiac (2007)|3.6710526315789473
Patlabor 2: The Movie (1993)|1.8333333333333333
The Butterfly Effect (2004)|3.5319148936170213
Up (2009)|3.938679245283019
Untraceable (2008)|2.0
Pretty Persuasion (2005)|4.0
Natural Born Killers (1994)|3.1861702127659575
Neon Bull (2015)|3.75
White Sands (1992)|2.6
Honey (2003)|2.6666666666666665
Good Copy Bad Copy (2007)|4.166666666666667
Friday After Next (2002)|2.4
Anything for Her (Pour elle) (2008)|2.5
From Russia with Love (1963)|3.72972972972973
Violet & Daisy (2011)|3.0
Paper Moon (1973)|3.5714285714285716
After the Sunset (2004)|3.8333333333333335
Sydney White (2007)|2.6666666666666665
Odessa File, The (1974)|3.5
Father of the Bride (1991)|3.3
Random Hearts (1999)|3.0
Texas Chainsaw Massacre: The Beginning, The (2006)|3.0
Village of the Damned (1995)|2.8461538461538463
Life as We Know It (2010)|2.7857142857142856
Nowhere in Africa (Nirgendwo in Afrika) (2001)|4.166666666666667
Imposter, The (2012)|3.625
PK (2014)|4.333333333333333
Goodbye Lover (1999)|2.0
Basic Instinct (1992)|3.1914893617021276
We're Back! A Dinosaur's Story (1993)|3.0
Talk of the Town, The (1942)|2.4
Dracula (1931)|3.55
Girl, Interrupted (1999)|3.3793103448275863
Dinner Game, The (Dîner de cons, Le) (1998)|4.0
Slumber Party Massacre, The (1982)|3.5
The Lego Movie (2014)|3.90625
Untouchables, The (1987)|3.953846153846154
Hoosiers (a.k.a. Best Shot) (1986)|3.7045454545454546
Serial Mom (1994)|3.0
Thirteenth Floor, The (1999)|3.0
By the Gun (2014)|3.0
Last Stand, The (2013)|2.875
Hannibal Rising (2007)|3.875
If Lucy Fell (1996)|2.5
General, The (1926)|4.0
Jungle Book 2, The (2003)|4.0
Godfather, The (1972)|4.169270833333333
Star Wars: Episode V - The Empire Strikes Back (1980)|4.125592417061611
The Brand New Testament (2015)|3.3333333333333335
My Life Without Me (2003)|3.0
Anaconda: The Offspring (2008)|1.0
Sherlock Jr. (1924)|3.6666666666666665
Last Life in the Universe (Ruang rak noi nid mahasan) (2003)|3.375
Love Liza (2002)|3.0
Wagons East (1994)|3.25
Big Blue, The (Grand bleu, Le) (1988)|3.25
Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)|3.4166666666666665
Iron Eagle IV (1995)|2.0
Matewan (1987)|3.7
Gentlemen Prefer Blondes (1953)|4.0
Step Into Liquid (2002)|2.75
Cider House Rules, The (1999)|3.7142857142857144
Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)|3.5
First Sunday (2008)|3.75
Gran Torino (2008)|3.893617021276596
Persuasion (1995)|4.2272727272727275
Touching the Void (2003)|4.0
Assault on Precinct 13 (2005)|3.1666666666666665
Salaam Bombay! (1988)|3.0
Dancer, Texas Pop. 81 (1998)|3.0
Bewitched (2005)|2.392857142857143
Children of a Lesser God (1986)|3.6153846153846154
Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)|2.6666666666666665
Grown Ups (2010)|2.8333333333333335
Tie Xi Qu: West of the Tracks (Tiexi qu) (2003)|4.0
Enter the Dragon (1973)|3.8846153846153846
Mickey's The Prince and the Pauper (1990)|2.0
Story of O, The (Histoire d'O) (1975)|3.25
Other Boleyn Girl, The (2008)|3.9444444444444446
Memories of Murder (Salinui chueok) (2003)|3.9166666666666665
Callas Forever (2002)|3.0
Stalag 17 (1953)|3.25
Bollywood/Hollywood (2002)|3.75
Ogre, The (Unhold, Der) (1996)|4.0
Nobody Loves Me (Keiner liebt mich) (1994)|3.5
Puppet Master 5: The Final Chapter (1994)|4.0
Tin Man (2007)|3.125
Power of One, The (1992)|3.0
Bay, The (2012)|2.5833333333333335
For All Mankind (1989)|0.0
Certified Copy (Copie conforme) (2010)|4.0
Man of the House (1995)|2.9285714285714284
His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)|4.25
Kuffs (1992)|3.75
Last Mimzy, The (2007)|3.25
Blair Witch Project, The (1999)|2.8076923076923075
Onibaba (1964)|3.1666666666666665
The Second Best Exotic Marigold Hotel (2015)|3.6666666666666665
Attila (Attila Flagello di Dio) (1982)|3.1666666666666665
Boyz N the Hood (1991)|3.7222222222222223
Art of the Steal, The (2009)|4.0
Black Mass (2015)|2.7
Very Potter Sequel, A (2010)|4.5
This World, Then the Fireworks (1997)|3.5
Time After Time (1979)|2.8
Argo (2012)|3.982142857142857
Daddy Long Legs (1919)|2.0
Morning Glory (2010)|2.6666666666666665
This Is Spinal Tap (1984)|3.970149253731343
Maybe Baby (2000)|3.5
Scarface (1932)|3.8333333333333335
House of the Dead, The (2003)|2.3333333333333335
Ice Cream Man (1995)|3.5
Indian Summer (a.k.a. Alive & Kicking) (1996)|1.8333333333333333
Alexander Nevsky (Aleksandr Nevskiy) (1938)|2.5
November (2004)|2.5
Great Buck Howard, The (2008)|3.5
Transamerica (2005)|3.5
Caddyshack (1980)|3.830188679245283
Crossroads (2002)|2.727272727272727
American, The (2010)|3.2
Retroactive (1997)|4.0
Hidden, The (1987)|3.5
Cloak & Dagger (1984)|3.5
Uninvited, The (2009)|2.75
Doctor Who: The Time of the Doctor (2013)|3.7
Producers, The (1968)|3.757142857142857
Morons From Outer Space (1985)|2.3333333333333335
Black Sheep (1996)|2.9473684210526314
Stone (2010)|3.25
Defiant Ones, The (1958)|3.5
Season of the Witch (2011)|4.166666666666667
Mickey's Once Upon a Christmas (1999)|4.0
Fugitive, The (1947)|2.5
That Touch of Mink (1962)|3.75
Heart and Souls (1993)|2.9375
Guess Who (2005)|3.0
Into the Woods (1991)|4.0
Holiday (1938)|2.625
Anne of Green Gables (1985)|4.625
Ghost Ship (2002)|2.7083333333333335
I Heart Huckabees (2004)|3.369565217391304
Frisco Kid, The (1979)|2.25
Rosetta (1999)|4.0
Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)|3.0
Bicentennial Man (1999)|3.1176470588235294
Unfaithful (2002)|3.642857142857143
Harry Potter and the Chamber of Secrets (2002)|3.514705882352941
Tournament, The (2009)|2.1666666666666665
Slammin' Salmon, The (2009)|2.6666666666666665
Felony (2013)|3.0
Wrong (2012)|4.0
Series 7: The Contenders (2001)|2.3333333333333335
Parasite (1982)|2.5
Black Sabbath (Tre volti della paura, I) (1963)|4.0
Wrongfully Accused (1998)|2.0
Paris, I Love You (Paris, je t'aime) (2006)|3.0555555555555554
Epic (2013)|3.0
Idlewild (2006)|3.0
Being Human (1993)|2.25
Keeping the Faith (2000)|3.4523809523809526
Scooby-Doo! Abracadabra-Doo (2010)|3.0
Far From Home: The Adventures of Yellow Dog (1995)|3.4
Porky's Revenge (1985)|2.0
The Great Train Robbery (1978)|3.5
Four Rooms (1995)|3.5
Money Train (1995)|2.5
Wadjda (2012)|2.5
Confessions of a Dangerous Mind (2002)|4.333333333333333
Training Day (2001)|3.6372549019607843
Rage: Carrie 2, The (1999)|2.142857142857143
Wasabi (2001)|3.5833333333333335
Musketeer, The (2001)|1.6
Strictly Sexual (2008)|2.6666666666666665
Big Eden (2000)|2.5
Tomorrow Never Dies (1997)|2.989130434782609
Hands Off the Loot (Touchez pas au grisbi) (1954)|3.0
No Escape (1994)|2.5
Ferris Bueller's Day Off (1986)|3.7818181818181817
Longest Day, The (1962)|3.9166666666666665
Henry Fool (1997)|3.0
Mean Streets (1973)|3.4
Cocoanuts, The (1929)|3.8333333333333335
Bad Moms (2016)|3.375
World Traveler (2001)|2.8
Night at the Opera, A (1935)|4.181818181818182
Brother's Keeper (1992)|4.166666666666667
The End of the Tour (2015)|4.0
Jack and Jill (2011)|2.4
Ladykillers, The (1955)|2.25
Room for Romeo Brass, A (1999)|2.5
Rififi (Du rififi chez les hommes) (1955)|4.75
Animatrix, The (2003)|3.642857142857143
Idle Hands (1999)|2.625
Teenage Mutant Ninja Turtles (1990)|3.02
Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)|3.8181818181818183
Respiro (2002)|3.0
I Sell the Dead (2008)|3.75
Intermission (2003)|3.3333333333333335
White Squall (1996)|3.966666666666667
Indian in the Cupboard, The (1995)|3.0277777777777777
Conan the Barbarian (2011)|2.0
Extraordinary Tales (2015)|2.5
Gangster Squad (2013)|3.3333333333333335
Across the Universe (2007)|3.7
Life and Death of Peter Sellers, The (2004)|2.0
Turning Point, The (1977)|2.6666666666666665
Sands of Iwo Jima (1949)|2.25
Ratatouille (2007)|3.8819444444444446
Upside Down (2012)|3.0
Dancemaker (1998)|1.0
Me, Myself & Irene (2000)|3.0
Chaplin (1992)|2.6666666666666665
Rambo (Rambo 4) (2008)|3.15
Jack and Sarah (1995)|3.0
Mannequin (1987)|2.7
Good Day to Die Hard, A (2013)|2.2142857142857144
Big Momma's House (2000)|2.3684210526315788
Sweet Liberty (1986)|2.5
Prison Break: The Final Break (2009)|3.75
Winter Light (Nattvardsgästerna) (1963)|3.0833333333333335
Body Snatchers (1993)|3.0
Wonderland (2003)|3.4285714285714284
Dead Man Walking (1995)|3.7426470588235294
Clockwork Orange, A (1971)|4.0125
Fame (1980)|3.4
Princess and the Pirate, The (1944)|2.3333333333333335
Fighter, The (2010)|3.760869565217391
Stardust Memories (1980)|3.5
Incredibly True Adventure of Two Girls in Love, The (1995)|4.5
Higher Learning (1995)|2.9166666666666665
In Dreams (1999)|2.0
2001: A Space Odyssey (1968)|3.8954545454545455
Dennis the Menace (1993)|2.0
John Adams (2008)|4.0
Forces of Nature (1999)|2.4
Last Knights (2015)|3.142857142857143
Punchline (1988)|2.2
Phir Hera Pheri (2006)|2.375
The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles (1981)|3.5
At the Circus (1939)|3.3333333333333335
Eva (2011)|3.0
Dolce Vita, La (1960)|3.7857142857142856
35 Up (1991)|4.25
Amityville 1992: It's About Time (1992)|1.3333333333333333
Peacemaker, The (1997)|2.975
Rabbit-Proof Fence (2002)|3.25
Nancy Drew (2007)|2.9166666666666665
Power Rangers (2017)|3.0
Awfully Big Adventure, An (1995)|3.5
Bishop's Wife, The (1947)|4.0
Men, Women & Children (2014)|1.5
Three Kings (1999)|3.6666666666666665
War of the Worlds, The (1953)|3.3076923076923075
Adventures of Robin Hood, The (1938)|3.875
License to Drive (1988)|2.3333333333333335
Goodbye Girl, The (1977)|3.8076923076923075
Fighting Temptations, The (2003)|3.25
Death at a Funeral (2007)|2.6666666666666665
Bros Before Hos (2013)|3.0
Jalla! Jalla! (2000)|2.8333333333333335
Communion (1989)|3.0
Creep (2014)|3.0
Negotiator, The (1998)|3.3548387096774195
Under Suspicion (2000)|2.5
Mr. Bean's Holiday (2007)|2.875
Frost/Nixon (2008)|3.9444444444444446
Daybreakers (2010)|3.25
A Dog's Purpose (2017)|3.75
Comic Book: The Movie (2004)|3.75
Dreamscape (1984)|2.6666666666666665
Jupiter's Wife (1994)|3.6666666666666665
Red Shoes, The (1948)|3.25
Escape from Alcatraz (1979)|3.5
Hidden (a.k.a. Cache) (Caché) (2005)|1.75
Double Trouble (1992)|3.0
Stoked: The Rise and Fall of Gator (2002)|2.6666666666666665
The Lair of the White Worm (1988)|3.2
Kill Command (2016)|2.0
Tape (2001)|3.375
Wild Bill (1995)|3.0
Blue Streak (1999)|2.8636363636363638
Knock Off (1998)|3.3333333333333335
Hyena Road|2.0
Deep Blue Sea (1999)|2.903225806451613
Syrup (2013)|3.0833333333333335
Dead Man's Shoes (2004)|4.75
Monty Python's And Now for Something Completely Different (1971)|4.051724137931035
Lola Versus (2012)|2.75
Unbreakable (2000)|3.3972602739726026
Power/Rangers (2015)|3.25
Simpatico (1999)|2.5
Ringu (Ring) (1998)|3.3333333333333335
Vampire Hunter D (1985)|2.5
Trainspotting (1996)|3.926470588235294
Princess Caraboo (1994)|2.4
8 Mile (2002)|3.2976190476190474
Tetsuo, the Ironman (Tetsuo) (1988)|4.0
Dedication (2007)|4.333333333333333
Ali G Indahouse (2002)|2.6
Mean Machine (2001)|3.0
Crime Busters (1977)|2.8333333333333335
Zeus and Roxanne (1997)|2.6666666666666665
Gangs of New York (2002)|3.419642857142857
Impostor (2002)|2.6
Tea with Mussolini (1999)|3.611111111111111
That's Entertainment (1974)|3.5
He Got Game (1998)|3.1875
White Dog (1982)|2.8125
Blow Out (1981)|3.0833333333333335
Love Is the Devil (1998)|4.333333333333333
Princess Diaries 2: Royal Engagement, The (2004)|2.35
Alice in Wonderland (1933)|4.5
Titanic (1953)|3.875
Smokin' Aces (2006)|3.0
Jason Bourne (2016)|2.55
Bread and Roses (2000)|2.7142857142857144
Dick Tracy (1990)|2.6923076923076925
Blow-Up (Blowup) (1966)|3.7142857142857144
Taking of Pelham 1 2 3, The (2009)|2.8333333333333335
Undisputed III: Redemption (2010)|2.5
World According to Garp, The (1982)|3.3
Horrible Bosses 2 (2014)|3.3076923076923075
Virunga (2014)|3.25
Samsara (2011)|3.8333333333333335
Glen or Glenda (1953)|4.0
Just Jim (2015)|2.0
Puppet Masters, The (1994)|3.0
Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)|3.3333333333333335
Topo, El (1970)|3.9
Trailer Park Boys (1999)|5.0
Farewell to the King (1989)|2.5
Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)|2.9166666666666665
Lucy (2014)|2.8214285714285716
Sintel (2010)|3.75
Body of Evidence (1993)|2.5
Doctor Who: Planet of the Dead (2009)|3.3333333333333335
Blank Check (1994)|2.3333333333333335
Unbroken (2014)|3.125
Fans (1999)|4.75
Vacancy (2007)|2.875
FairyTale: A True Story (1997)|3.5
Wild Horses (2015)|2.5
Cliffhanger (1993)|2.9215686274509802
Taking Sides (2001)|3.5
Corruptor, The (1999)|2.5
Pajama Game, The (1957)|3.0
Jane Eyre (2011)|3.5
Delta of Venus (1995)|3.0
Last Holiday (2006)|3.5
Cyborg (1989)|2.0
Virgin Suicides, The (1999)|3.6666666666666665
In the Bleak Midwinter (1995)|4.25
What Men Still Talk About (2011)|3.5
Stunt Man, The (1980)|4.125
Doctor Who: Last Christmas (2014)|2.8333333333333335
Diabolique (Les diaboliques) (1955)|3.25
Christmas Story, A (1983)|3.9727272727272727
Throne of Blood (Kumonosu jô) (1957)|4.0
Chamber, The (1996)|3.25
Harry Potter and the Deathly Hallows: Part 1 (2010)|3.9574468085106385
Greedy (1994)|3.25
Saw V (2008)|3.1666666666666665
